4
32,32
22,20
::Tileset
dungeon
::CellInfo
0,64,480,0,0,0
0,64,480,0,1,0
0,64,480,0,2,0
0,64,480,0,3,0
0,64,480,0,4,0
0,64,480,0,5,0
0,64,480,0,6,0
0,64,480,0,7,0
0,64,480,0,8,0
0,64,480,0,9,0
0,64,480,0,10,0
0,64,480,0,11,0
0,64,480,0,12,0
0,64,480,0,13,0
0,64,480,0,14,0
0,64,480,0,15,0
0,64,480,0,16,0
0,64,480,0,17,0
0,64,480,0,18,0
0,64,480,0,19,0
0,64,480,1,0,0
0,64,480,1,1,0
0,64,480,1,2,0
0,64,480,1,3,0
0,64,480,1,4,0
0,64,480,1,5,0
0,64,480,1,6,0
0,64,480,1,7,0
0,64,480,1,8,0
0,64,480,1,9,0
0,64,480,1,10,0
0,64,480,1,11,0
0,64,480,1,12,0
0,64,480,1,13,0
0,64,480,1,14,0
0,64,480,1,15,0
0,64,480,1,16,0
0,64,480,1,17,0
0,64,480,1,18,0
0,64,480,1,19,0
0,64,480,2,0,0
0,64,480,2,1,0
0,64,480,2,2,0
0,64,480,2,3,0
0,64,480,2,4,0
0,64,480,2,5,0
0,64,480,2,6,0
0,64,480,2,7,0
0,64,480,2,8,0
0,64,480,2,9,0
0,64,480,2,10,0
0,64,480,2,11,0
0,64,480,2,12,0
0,64,480,2,13,0
0,64,480,2,14,0
0,64,480,2,15,0
0,64,480,2,16,0
0,64,480,2,17,0
0,64,480,2,18,0
0,64,480,2,19,0
0,64,480,3,0,0
0,64,480,3,1,0
0,64,480,3,2,0
0,64,480,3,3,0
0,64,480,3,4,0
0,64,480,3,5,0
0,64,480,3,6,0
0,64,480,3,7,0
0,64,480,3,8,0
0,64,480,3,9,0
0,64,480,3,10,0
0,64,480,3,11,0
0,64,480,3,12,0
0,64,480,3,13,0
0,64,480,3,14,0
0,64,480,3,15,0
0,64,480,3,16,0
0,64,480,3,17,0
0,64,480,3,18,0
0,64,480,3,19,0
0,64,480,4,0,0
0,64,480,4,1,0
0,64,480,4,2,0
0,64,480,4,3,0
0,64,480,4,4,0
0,64,480,4,5,0
0,64,480,4,6,0
0,64,480,4,7,0
0,64,480,4,8,0
0,64,480,4,9,0
0,64,480,4,10,0
0,64,480,4,11,0
0,64,480,4,12,0
0,64,480,4,13,0
0,64,480,4,14,0
0,64,480,4,15,0
0,64,480,4,16,0
0,64,480,4,17,0
0,64,480,4,18,0
0,64,480,4,19,0
0,64,480,5,0,0
0,64,480,5,1,0
0,64,480,5,2,0
0,64,480,5,3,0
0,64,480,5,4,0
0,64,480,5,5,0
0,64,480,5,6,0
0,64,480,5,7,0
0,64,480,5,8,0
0,64,480,5,9,0
0,64,480,5,10,0
0,64,480,5,11,0
0,64,480,5,12,0
0,64,480,5,13,0
0,64,480,5,14,0
0,64,480,5,15,0
0,64,480,5,16,0
0,64,480,5,17,0
0,64,480,5,18,0
0,64,480,5,19,0
0,64,480,6,0,0
0,64,480,6,1,0
0,64,480,6,2,0
0,64,480,6,3,0
0,64,480,6,4,0
0,64,480,6,5,0
0,64,480,6,6,0
0,64,480,6,7,0
0,64,480,6,8,0
0,64,480,6,9,0
0,64,480,6,10,0
0,64,480,6,11,0
0,64,480,6,12,0
0,64,480,6,13,0
0,64,480,6,14,0
0,64,480,6,15,0
0,64,480,6,16,0
0,64,480,6,17,0
0,64,480,6,18,0
0,64,480,6,19,0
0,64,480,7,0,0
0,64,480,7,1,0
0,64,480,7,2,0
0,64,480,7,3,0
0,64,480,7,4,0
0,64,480,7,5,0
0,64,480,7,6,0
0,64,480,7,7,0
0,64,480,7,8,0
0,64,480,7,9,0
0,64,480,7,10,0
0,64,480,7,11,0
0,64,480,7,12,0
0,64,480,7,13,0
0,64,480,7,14,0
0,64,480,7,15,0
0,64,480,7,16,0
0,64,480,7,17,0
0,64,480,7,18,0
0,64,480,7,19,0
0,64,480,8,0,0
0,64,480,8,1,0
0,64,480,8,2,0
0,64,480,8,3,0
0,64,480,8,4,0
0,128,544,8,5,0
0,160,544,8,6,0
0,128,544,8,7,0
0,64,480,8,8,0
0,64,480,8,9,0
0,64,480,8,10,0
0,64,480,8,11,0
0,64,480,8,12,0
0,64,480,8,13,0
0,64,480,8,14,0
0,64,480,8,15,0
0,64,480,8,16,0
0,64,480,8,17,0
0,64,480,8,18,0
0,64,480,8,19,0
0,64,480,9,0,0
0,64,480,9,1,0
0,64,480,9,2,0
0,64,480,9,3,0
0,64,480,9,4,0
0,160,544,9,5,0
0,128,544,9,6,0
0,160,544,9,7,0
0,64,480,9,8,0
