3
32,32
14,14
::Tileset
dungeon
::CellInfo
0,0,480,0,0,0
0,0,480,0,1,0
0,0,480,0,2,0
0,0,480,0,3,0
0,0,480,0,4,0
0,0,480,0,5,0
0,0,480,0,6,0
0,0,480,0,7,0
0,0,480,0,8,0
0,0,480,0,9,0
0,0,480,0,10,0
0,0,480,0,11,0
0,0,480,0,12,0
0,0,480,0,13,0
0,0,480,1,0,0
0,0,480,1,1,0
0,0,480,1,2,0
0,0,480,1,3,0
0,0,480,1,4,0
0,0,480,1,5,0
0,0,480,1,6,0
0,0,480,1,7,0
0,0,480,1,8,0
0,0,480,1,9,0
0,0,480,1,10,0
0,0,480,1,11,0
0,0,480,1,12,0
0,0,480,1,13,0
0,0,480,2,0,0
0,0,480,2,1,0
0,0,480,2,2,0
0,0,480,2,3,0
0,0,480,2,4,0
0,0,480,2,5,0
0,0,480,2,6,0
0,0,480,2,7,0
0,0,480,2,8,0
0,0,480,2,9,0
0,0,480,2,10,0
0,0,480,2,11,0
0,0,480,2,12,0
0,0,480,2,13,0
0,0,480,3,0,0
0,0,480,3,1,0
0,0,480,3,2,0
0,0,480,3,3,0
0,0,480,3,4,0
0,0,480,3,5,0
0,0,480,3,6,0
0,0,480,3,7,0
0,0,480,3,8,0
0,0,480,3,9,0
0,0,480,3,10,0
0,0,480,3,11,0
0,0,480,3,12,0
0,0,480,3,13,0
0,0,480,4,0,0
0,0,480,4,1,0
0,0,480,4,2,0
0,0,480,4,3,0
0,0,480,4,4,0
0,0,480,4,5,0
0,0,480,4,6,0
0,0,480,4,7,0
0,0,480,4,8,0
0,0,480,4,9,0
0,0,480,4,10,0
0,0,480,4,11,0
0,0,480,4,12,0
0,0,480,4,13,0
0,0,480,5,0,0
0,0,480,5,1,0
0,0,480,5,2,0
0,0,480,5,3,0
0,0,480,5,4,0
0,0,480,5,5,0
0,0,480,5,6,0
0,0,480,5,7,0
0,0,480,5,8,0
0,0,480,5,9,0
0,0,480,5,10,0
0,0,480,5,11,0
0,0,480,5,12,0
0,0,480,5,13,0
0,0,480,6,0,0
0,0,480,6,1,0
0,0,480,6,2,0
0,0,480,6,3,0
0,0,480,6,4,0
0,0,480,6,5,0
0,0,480,6,6,0
0,0,480,6,7,0
0,0,480,6,8,0
0,0,480,6,9,0
0,0,480,6,10,0
0,0,480,6,11,0
0,0,480,6,12,0
0,0,480,6,13,0
0,0,480,7,0,0
0,0,480,7,1,0
0,0,480,7,2,0
0,0,480,7,3,0
0,0,480,7,4,0
0,0,480,7,5,0
0,0,480,7,6,0
0,0,480,7,7,0
0,0,480,7,8,0
0,0,480,7,9,0
0,0,480,7,10,0
0,0,480,7,11,0
0,0,480,7,12,0
0,0,480,7,13,0
0,0,480,8,0,0
0,0,480,8,1,0
0,0,480,8,2,0
0,0,480,8,3,0
0,0,480,8,4,0
0,0,480,8,5,0
0,0,480,8,6,0
0,0,480,8,7,0
0,0,480,8,8,0
0,0,480,8,9,0
0,0,480,8,10,0
0,0,480,8,11,0
0,0,480,8,12,0
0,0,480,8,13,0
0,0,480,9,0,0
0,0,480,9,1,0
0,0,480,9,2,0
0,0,480,9,3,0
0,0,480,9,4,0
0,0,480,9,5,0
0,0,480,9,6,0
0,0,480,9,7,0
0,0,480,9,8,0
0,0,480,9,9,0
0,0,480,9,10,0
0,0,480,9,11,0
0,0,480,9,12,0
0,0,480,9,13,0
0,0,480,10,0,0
0,0,480,10,1,0
0,0,480,10,2,0
0,0,480,10,3,0
0,0,480,10,4,0
0,0,480,10,5,0
0,0,480,10,6,0
0,0,480,10,7,0
0,0,480,10,8,0
0,0,480,10,9,0
0,0,480,10,10,0
0,0,480,10,11,0
0,0,480,10,12,0
0,0,480,10,13,0
0,0,480,11,0,0
0,0,480,11,1,0
0,0,480,11,2,0
0,0,480,11,3,0
0,0,480,11,4,0
0,0,480,11,5,0
0,0,480,11,6,0
0,0,480,11,7,0
0,0,480,11,8,0
0,0,480,11,9,0
0,0,480,11,10,0
0,0,480,11,11,0
0,0,480,11,12,0
0,0,480,11,13,0
0,0,480,12,0,0
0,0,480,12,1,0
0,0,480,12,2,0
0,0,480,12,3,0
0,0,480,12,4,0
0,0,480,12,5,0
0,0,480,12,6,0
0,0,480,12,7,0
0,0,480,12,8,0
0,0,480,12,9,0
0,0,480,12,10,0
0,0,480,12,11,0
0,0,480,12,12,0
0,0,480,12,13,0
0,0,480,13,0,0
0,0,480,13,1,0
0,0,480,13,2,0
0,0,480,13,3,0
0,0,480,13,4,0
0,0,480,13,5,0
0,0,480,13,6,0
0,0,480,13,7,0
0,0,480,13,8,0
0,0,480,13,9,0
0,0,480,13,10,0
0,0,480,13,11,0
0,0,480,13,12,0
0,0,480,13,13,0
1,128,512,0,11,0
1,128,512,0,12,0
1,128,576,1,2,0
1,128,576,1,3,0
1,128,576,1,4,0
1,128,576,1,5,0
1,128,576,1,6,0
1,128,576,1,7,0
1,128,576,1,8,0
1,128,576,1,9,0
1,128,512,1,11,0
1,128,512,1,12,0
1,128,576,2,2,0
1,128,544,2,3,0
1,160,1440,2,4,0
1,128,544,2,5,0
